label,noise,success,iterations,similarity
i,0.06,True,58,1.0
i,0.06,True,6,1.0
i,0.06,True,0,1.0
i,0.06,True,6,1.0
i,0.06,True,14,1.0
i,0.06,True,24,1.0
i,0.06,True,46,1.0
i,0.06,True,0,1.0
i,0.06,True,8,1.0
i,0.06,True,102,1.0
i,0.06,True,14,1.0
i,0.06,True,42,1.0
i,0.06,True,44,1.0
i,0.06,True,38,1.0
i,0.06,True,18,1.0
i,0.06,True,27,1.0
i,0.06,True,82,1.0
i,0.06,True,39,1.0
i,0.06,True,40,1.0
i,0.06,True,20,1.0
i,0.06,True,11,1.0
i,0.06,True,0,1.0
i,0.06,True,5,1.0
i,0.06,True,20,1.0
i,0.06,True,63,1.0
i,0.06,True,0,1.0
i,0.06,True,0,1.0
i,0.06,True,80,1.0
i,0.06,True,6,1.0
i,0.06,True,0,1.0
i,0.06,True,135,1.0
i,0.06,True,20,1.0
i,0.06,True,66,1.0
i,0.06,True,24,1.0
i,0.06,True,0,1.0
i,0.06,True,0,1.0
i,0.06,True,0,1.0
i,0.06,True,64,1.0
i,0.06,True,0,1.0
i,0.06,True,31,1.0
i,0.06,True,0,1.0
i,0.06,True,0,1.0
i,0.06,True,0,1.0
i,0.06,True,13,1.0
i,0.06,True,19,1.0
i,0.06,True,0,1.0
i,0.06,True,31,1.0
i,0.06,True,32,1.0
i,0.06,True,64,1.0
i,0.06,True,2,1.0
i,0.06,True,0,1.0
i,0.06,True,50,1.0
i,0.06,True,24,1.0
i,0.06,True,85,1.0
i,0.06,True,0,1.0
i,0.06,True,30,1.0
i,0.06,True,27,1.0
i,0.06,True,23,1.0
i,0.06,True,0,1.0
i,0.06,True,8,1.0
i,0.06,True,0,1.0
i,0.06,True,18,1.0
i,0.06,True,14,1.0
i,0.06,True,15,1.0
i,0.06,True,45,1.0
i,0.06,True,0,1.0
i,0.06,True,66,1.0
i,0.06,True,14,1.0
i,0.06,True,28,1.0
i,0.06,True,42,1.0
i,0.06,True,38,1.0
i,0.06,True,75,1.0
i,0.06,True,13,1.0
i,0.06,True,0,1.0
i,0.06,True,0,1.0
i,0.06,True,7,1.0
i,0.06,True,23,1.0
i,0.06,True,0,1.0
i,0.06,True,24,1.0
i,0.06,True,0,1.0
i,0.06,True,16,1.0
i,0.06,True,18,1.0
i,0.06,True,74,1.0
i,0.06,True,80,1.0
i,0.06,True,5,1.0
i,0.06,True,35,1.0
i,0.06,True,103,1.0
i,0.06,True,68,1.0
i,0.06,True,1,1.0
i,0.06,True,0,1.0
i,0.06,True,0,1.0
i,0.06,True,38,1.0
i,0.06,True,30,1.0
i,0.06,True,40,1.0
i,0.06,True,0,1.0
i,0.06,True,77,1.0
i,0.06,True,57,1.0
i,0.06,True,19,1.0
i,0.06,True,1,1.0
i,0.06,True,31,1.0
i,0.06,True,87,1.0
i,0.06,True,0,1.0
i,0.06,True,95,1.0
i,0.06,True,31,1.0
i,0.07,True,15,1.0
i,0.07,True,71,1.0
i,0.07,True,19,1.0
i,0.07,True,45,1.0
i,0.07,True,23,1.0
i,0.07,True,32,1.0
i,0.07,True,36,1.0
i,0.07,True,54,1.0
i,0.07,True,28,1.0
i,0.07,True,0,1.0
i,0.07,True,14,1.0
i,0.07,True,160,1.0
i,0.07,True,0,1.0
i,0.07,True,83,1.0
i,0.07,True,33,1.0
i,0.07,True,72,1.0
i,0.07,True,36,1.0
i,0.07,True,55,1.0
i,0.07,True,42,1.0
i,0.07,True,0,1.0
i,0.07,True,77,1.0
i,0.07,True,40,1.0
i,0.07,True,8,1.0
i,0.07,True,0,1.0
i,0.07,True,0,1.0
i,0.07,True,0,1.0
i,0.07,True,2,1.0
i,0.07,True,25,1.0
i,0.07,True,82,1.0
i,0.07,True,37,1.0
i,0.07,True,29,1.0
i,0.07,True,2,1.0
i,0.07,True,17,1.0
i,0.07,True,54,1.0
i,0.07,True,52,1.0
i,0.07,True,0,1.0
i,0.07,True,83,1.0
i,0.07,True,21,1.0
i,0.07,True,22,1.0
i,0.07,True,18,1.0
i,0.07,True,3,1.0
i,0.07,True,22,1.0
i,0.07,True,71,1.0
i,0.07,True,2,1.0
i,0.07,True,0,1.0
i,0.07,True,63,1.0
i,0.07,True,56,1.0
i,0.07,True,43,1.0
i,0.07,True,31,1.0
i,0.07,True,90,1.0
i,0.07,True,0,1.0
i,0.07,True,33,1.0
i,0.07,True,18,1.0
i,0.07,True,21,1.0
i,0.07,True,18,1.0
i,0.07,True,0,1.0
i,0.07,True,17,1.0
i,0.07,True,1,1.0
i,0.07,True,50,1.0
i,0.07,True,0,1.0
i,0.07,True,37,1.0
i,0.07,True,29,1.0
i,0.07,True,49,1.0
i,0.07,True,9,1.0
i,0.07,True,30,1.0
i,0.07,True,3,1.0
i,0.07,True,21,1.0
i,0.07,True,14,1.0
i,0.07,True,35,1.0
i,0.07,True,0,1.0
i,0.07,True,67,1.0
i,0.07,True,37,1.0
i,0.07,True,85,1.0
i,0.07,True,20,1.0
i,0.07,True,68,1.0
i,0.07,True,24,1.0
i,0.07,True,49,1.0
i,0.07,True,33,1.0
i,0.07,True,0,1.0
i,0.07,True,47,1.0
i,0.07,True,43,1.0
i,0.07,True,25,1.0
i,0.07,True,60,1.0
i,0.07,True,21,1.0
i,0.07,True,14,1.0
i,0.07,True,15,1.0
i,0.07,True,54,1.0
i,0.07,True,54,1.0
i,0.07,True,37,1.0
i,0.07,True,18,1.0
i,0.07,True,34,1.0
i,0.07,True,0,1.0
i,0.07,True,12,1.0
i,0.07,True,17,1.0
i,0.07,True,136,1.0
i,0.07,True,91,1.0
i,0.07,True,27,1.0
i,0.07,True,31,1.0
i,0.07,True,8,1.0
i,0.07,True,57,1.0
i,0.07,True,27,1.0
i,0.07,True,29,1.0
i,0.07,True,43,1.0
i,0.07,True,36,1.0
i,0.07,True,68,1.0
i,0.07,True,0,1.0
i,0.07,True,34,1.0
i,0.07,True,18,1.0
i,0.07,True,19,1.0
i,0.07,True,50,1.0
i,0.07,True,3,1.0
i,0.07,True,30,1.0
i,0.07,True,21,1.0
i,0.07,True,13,1.0
i,0.07,True,37,1.0
i,0.07,True,47,1.0
i,0.07,True,0,1.0
i,0.07,True,24,1.0
i,0.07,True,10,1.0
i,0.07,True,0,1.0
i,0.07,True,0,1.0
i,0.07,True,13,1.0
i,0.07,True,9,1.0
i,0.07,True,0,1.0
i,0.07,True,0,1.0
i,0.07,True,22,1.0
i,0.07,True,25,1.0
i,0.07,True,22,1.0
i,0.07,True,6,1.0
i,0.07,True,57,1.0
i,0.07,True,53,1.0
i,0.07,True,89,1.0
i,0.07,True,122,1.0
i,0.07,True,35,1.0
i,0.07,True,29,1.0
i,0.07,True,56,1.0
i,0.07,True,62,1.0
i,0.07,True,65,1.0
i,0.07,True,41,1.0
i,0.07,True,72,1.0
i,0.07,True,10,1.0
i,0.07,True,12,1.0
i,0.07,True,39,1.0
i,0.07,True,53,1.0
i,0.07,True,100,1.0
i,0.07,True,89,1.0
i,0.07,True,62,1.0
i,0.07,True,26,1.0
i,0.07,True,50,1.0
i,0.07,True,0,1.0
i,0.07,True,1,1.0
i,0.07,True,23,1.0
i,0.07,True,0,1.0
i,0.07,True,0,1.0
i,0.07,True,5,1.0
i,0.07,True,36,1.0
i,0.07,True,35,1.0
i,0.07,True,11,1.0
i,0.07,True,25,1.0
i,0.07,True,0,1.0
i,0.07,True,2,1.0
i,0.07,True,6,1.0
i,0.07,True,11,1.0
i,0.07,True,19,1.0
i,0.07,True,23,1.0
i,0.07,True,29,1.0
i,0.07,True,89,1.0
i,0.07,True,20,1.0
i,0.07,True,19,1.0
i,0.07,True,100,1.0
i,0.07,True,30,1.0
i,0.07,True,49,1.0
i,0.07,True,53,1.0
i,0.07,True,12,1.0
i,0.07,True,52,1.0
i,0.07,True,42,1.0
i,0.07,True,10,1.0
i,0.07,True,22,1.0
i,0.07,True,52,1.0
i,0.07,True,43,1.0
i,0.07,True,0,1.0
i,0.07,True,26,1.0
i,0.07,True,22,1.0
i,0.07,True,24,1.0
i,0.07,True,59,1.0
i,0.07,True,3,1.0
i,0.07,True,51,1.0
i,0.07,True,14,1.0
i,0.07,True,0,1.0
i,0.07,True,2,1.0
i,0.07,True,91,1.0
i,0.07,True,54,1.0
i,0.07,True,0,1.0
i,0.07,True,111,1.0
i,0.07,True,0,1.0
i,0.07,True,36,1.0
i,0.07,True,33,1.0
i,0.07,True,58,1.0
i,0.07,True,54,1.0
i,0.07,True,0,1.0
i,0.08,True,16,1.0
i,0.08,True,95,1.0
i,0.08,True,106,1.0
i,0.08,True,0,1.0
i,0.08,True,42,1.0
i,0.08,True,58,1.0
i,0.08,True,33,1.0
i,0.08,True,23,1.0
i,0.08,True,10,1.0
i,0.08,True,27,1.0
i,0.08,True,3,1.0
i,0.08,True,46,1.0
i,0.08,True,27,1.0
i,0.08,True,95,1.0
i,0.08,True,0,1.0
i,0.08,True,56,1.0
i,0.08,True,35,1.0
i,0.08,True,43,1.0
i,0.08,True,17,1.0
i,0.08,True,47,1.0
i,0.08,True,51,1.0
i,0.08,True,23,1.0
i,0.08,True,100,1.0
i,0.08,True,24,1.0
i,0.08,True,67,1.0
i,0.08,True,28,1.0
i,0.08,True,26,1.0
i,0.08,True,40,1.0
i,0.08,True,22,1.0
i,0.08,True,36,1.0
i,0.08,True,46,1.0
i,0.08,True,30,1.0
i,0.08,True,23,1.0
i,0.08,True,34,1.0
i,0.08,True,61,1.0
i,0.08,True,3,1.0
i,0.08,True,30,1.0
i,0.08,True,0,1.0
i,0.08,True,28,1.0
i,0.08,True,39,1.0
i,0.08,True,26,1.0
i,0.08,True,36,1.0
i,0.08,True,46,1.0
i,0.08,True,73,1.0
i,0.08,True,13,1.0
i,0.08,True,27,1.0
i,0.08,True,55,1.0
i,0.08,True,90,1.0
i,0.08,True,0,1.0
i,0.08,True,96,1.0
i,0.08,True,48,1.0
i,0.08,True,12,1.0
i,0.08,True,17,1.0
i,0.08,True,7,1.0
i,0.08,True,28,1.0
i,0.08,True,19,1.0
i,0.08,True,18,1.0
i,0.08,True,0,1.0
i,0.08,True,0,1.0
i,0.08,True,37,1.0
i,0.08,True,168,1.0
i,0.08,True,101,1.0
i,0.08,True,25,1.0
i,0.08,True,0,1.0
i,0.08,True,0,1.0
i,0.08,True,101,1.0
i,0.08,True,0,1.0
i,0.08,True,86,1.0
i,0.08,True,16,1.0
i,0.08,True,25,1.0
i,0.08,True,0,1.0
i,0.08,True,38,1.0
i,0.08,True,0,1.0
i,0.08,True,58,1.0
i,0.08,True,54,1.0
i,0.08,True,0,1.0
i,0.08,True,46,1.0
i,0.08,True,45,1.0
i,0.08,True,31,1.0
i,0.08,True,88,1.0
i,0.08,True,43,1.0
i,0.08,True,84,1.0
i,0.08,True,0,1.0
i,0.08,True,0,1.0
i,0.08,True,0,1.0
i,0.08,True,16,1.0
i,0.08,True,68,1.0
i,0.08,True,22,1.0
i,0.08,True,17,1.0
i,0.08,True,64,1.0
i,0.08,True,7,1.0
i,0.08,True,32,1.0
i,0.08,True,26,1.0
i,0.08,True,0,1.0
i,0.08,True,0,1.0
i,0.08,True,71,1.0
i,0.08,True,24,1.0
i,0.08,True,106,1.0
i,0.08,True,27,1.0
i,0.08,True,0,1.0
i,0.08,True,37,1.0
i,0.08,True,7,1.0
i,0.08,True,64,1.0
i,0.08,True,19,1.0
i,0.08,True,19,1.0
i,0.08,True,34,1.0
i,0.08,True,72,1.0
i,0.08,True,54,1.0
i,0.08,True,11,1.0
i,0.08,True,31,1.0
i,0.08,True,32,1.0
i,0.08,True,0,1.0
i,0.08,True,14,1.0
i,0.08,True,32,1.0
i,0.08,True,60,1.0
i,0.08,True,47,1.0
i,0.08,True,39,1.0
i,0.08,True,34,1.0
i,0.08,True,3,1.0
i,0.08,True,17,1.0
i,0.08,True,17,1.0
i,0.08,True,30,1.0
i,0.08,True,32,1.0
i,0.08,True,0,1.0
i,0.08,True,14,1.0
i,0.08,True,13,1.0
i,0.08,True,0,1.0
i,0.08,True,5,1.0
i,0.08,True,12,1.0
i,0.08,True,0,1.0
i,0.08,True,6,1.0
i,0.08,True,17,1.0
i,0.08,True,22,1.0
i,0.08,True,28,1.0
i,0.08,True,7,1.0
i,0.08,True,0,1.0
i,0.08,True,55,1.0
i,0.08,True,27,1.0
i,0.08,True,38,1.0
i,0.08,True,6,1.0
i,0.08,True,58,1.0
i,0.08,True,76,1.0
i,0.08,True,27,1.0
i,0.08,True,19,1.0
i,0.08,True,71,1.0
i,0.08,True,62,1.0
i,0.08,True,10,1.0
i,0.08,True,0,1.0
i,0.08,True,45,1.0
i,0.08,True,26,1.0
i,0.08,True,0,1.0
i,0.08,True,0,1.0
i,0.08,True,28,1.0
i,0.08,True,23,1.0
i,0.08,True,33,1.0
i,0.08,True,53,1.0
i,0.08,True,40,1.0
i,0.08,True,21,1.0
i,0.08,True,39,1.0
i,0.08,True,68,1.0
i,0.08,True,14,1.0
i,0.08,True,11,1.0
i,0.08,True,14,1.0
i,0.08,True,33,1.0
i,0.08,True,8,1.0
i,0.08,True,67,1.0
i,0.08,True,7,1.0
i,0.08,True,2,1.0
i,0.08,True,115,1.0
i,0.08,True,8,1.0
i,0.08,True,21,1.0
i,0.08,True,0,1.0
i,0.08,True,56,1.0
i,0.08,True,19,1.0
i,0.08,True,28,1.0
i,0.08,True,30,1.0
i,0.08,True,45,1.0
i,0.08,True,55,1.0
i,0.08,True,0,1.0
i,0.08,True,2,1.0
i,0.08,True,37,1.0
i,0.08,True,18,1.0
i,0.08,True,43,1.0
i,0.08,True,8,1.0
i,0.08,True,54,1.0
i,0.08,True,100,1.0
i,0.08,True,9,1.0
i,0.08,True,43,1.0
i,0.08,True,60,1.0
i,0.08,True,58,1.0
i,0.08,True,46,1.0
i,0.08,True,17,1.0
i,0.08,True,1,1.0
i,0.08,True,0,1.0
i,0.08,True,25,1.0
i,0.08,True,58,1.0
i,0.08,True,9,1.0
i,0.08,True,26,1.0
i,0.08,True,23,1.0
i,0.08,True,56,1.0
i,0.09,True,8,1.0
i,0.09,True,25,1.0
i,0.09,True,51,1.0
i,0.09,True,61,1.0
i,0.09,True,145,1.0
i,0.09,True,15,1.0
i,0.09,True,48,1.0
i,0.09,True,45,1.0
i,0.09,True,40,1.0
i,0.09,True,10,1.0
i,0.09,True,38,1.0
i,0.09,True,25,1.0
i,0.09,True,26,1.0
i,0.09,True,90,1.0
i,0.09,True,7,1.0
i,0.09,True,43,1.0
i,0.09,True,34,1.0
i,0.09,True,0,1.0
i,0.09,True,113,1.0
i,0.09,True,78,1.0
i,0.09,True,19,1.0
i,0.09,True,18,1.0
i,0.09,True,56,1.0
i,0.09,True,32,1.0
i,0.09,True,71,1.0
i,0.09,True,36,1.0
i,0.09,True,57,1.0
i,0.09,True,96,1.0
i,0.09,True,12,1.0
i,0.09,True,32,1.0
i,0.09,True,41,1.0
i,0.09,True,42,1.0
i,0.09,True,40,1.0
i,0.09,True,9,1.0
i,0.09,True,51,1.0
i,0.09,True,71,1.0
i,0.09,True,55,1.0
i,0.09,True,40,1.0
i,0.09,True,105,1.0
i,0.09,True,23,1.0
i,0.09,True,15,1.0
i,0.09,True,35,1.0
i,0.09,True,35,1.0
i,0.09,True,44,1.0
i,0.09,True,8,1.0
i,0.09,True,41,1.0
i,0.09,True,32,1.0
i,0.09,True,0,1.0
i,0.09,True,12,1.0
i,0.09,True,80,1.0
i,0.09,True,31,1.0
i,0.09,True,26,1.0
i,0.09,True,100,1.0
i,0.09,True,54,1.0
i,0.09,True,73,1.0
i,0.09,True,98,1.0
i,0.09,True,9,1.0
i,0.09,True,48,1.0
i,0.09,True,28,1.0
i,0.09,True,39,1.0
i,0.09,True,36,1.0
i,0.09,True,14,1.0
i,0.09,True,0,1.0
i,0.09,True,74,1.0
i,0.09,True,28,1.0
i,0.09,True,48,1.0
i,0.09,True,0,1.0
i,0.09,True,17,1.0
i,0.09,True,0,1.0
i,0.09,True,9,1.0
i,0.09,True,54,1.0
i,0.09,True,34,1.0
i,0.09,True,18,1.0
i,0.09,True,36,1.0
i,0.09,True,62,1.0
i,0.09,True,126,1.0
i,0.09,True,9,1.0
i,0.09,True,22,1.0
i,0.09,True,27,1.0
i,0.09,True,1,1.0
i,0.09,True,116,1.0
i,0.09,True,11,1.0
i,0.09,True,12,1.0
i,0.09,True,17,1.0
i,0.09,True,20,1.0
i,0.09,True,31,1.0
i,0.09,True,52,1.0
i,0.09,True,55,1.0
i,0.09,True,17,1.0
i,0.09,True,109,1.0
i,0.09,True,36,1.0
i,0.09,True,70,1.0
i,0.09,True,32,1.0
i,0.09,True,18,1.0
i,0.09,True,119,1.0
i,0.09,True,90,1.0
i,0.09,True,30,1.0
i,0.09,True,57,1.0
i,0.09,True,30,1.0
i,0.09,True,0,1.0
i,0.09,True,58,1.0
i,0.09,True,40,1.0
i,0.09,True,34,1.0
i,0.09,True,0,1.0
i,0.09,True,60,1.0
i,0.09,True,23,1.0
i,0.09,True,62,1.0
i,0.09,True,44,1.0
i,0.09,True,42,1.0
i,0.09,True,20,1.0
i,0.09,True,28,1.0
i,0.09,True,34,1.0
i,0.09,True,36,1.0
i,0.09,True,84,1.0
i,0.09,True,53,1.0
i,0.09,True,34,1.0
i,0.09,True,39,1.0
i,0.09,True,19,1.0
i,0.09,True,54,1.0
i,0.09,True,37,1.0
i,0.09,True,8,1.0
i,0.09,True,45,1.0
i,0.09,True,43,1.0
i,0.09,True,32,1.0
i,0.09,True,54,1.0
i,0.09,True,0,1.0
i,0.09,True,42,1.0
i,0.09,True,3,1.0
i,0.09,True,0,1.0
i,0.09,True,52,1.0
i,0.09,True,188,1.0
i,0.09,True,1,1.0
i,0.09,True,29,1.0
i,0.09,True,35,1.0
i,0.09,True,0,1.0
i,0.09,True,37,1.0
i,0.09,True,5,1.0
i,0.09,True,115,1.0
i,0.09,True,30,1.0
i,0.09,True,61,1.0
i,0.09,True,31,1.0
i,0.09,True,0,1.0
i,0.09,True,0,1.0
i,0.09,True,54,1.0
i,0.09,True,38,1.0
i,0.09,True,17,1.0
i,0.09,True,35,1.0
i,0.09,True,12,1.0
i,0.09,True,23,1.0
i,0.09,True,21,1.0
i,0.09,True,20,1.0
i,0.09,True,7,1.0
i,0.09,True,50,1.0
i,0.09,True,0,1.0
i,0.09,True,61,1.0
i,0.09,True,0,1.0
i,0.09,True,29,1.0
i,0.09,True,33,1.0
i,0.09,True,33,1.0
i,0.09,True,0,1.0
i,0.09,True,88,1.0
i,0.09,True,44,1.0
i,0.09,True,25,1.0
i,0.09,True,15,1.0
i,0.09,True,0,1.0
i,0.09,True,70,1.0
i,0.09,True,61,1.0
i,0.09,True,0,1.0
i,0.09,True,18,1.0
i,0.09,True,24,1.0
i,0.09,True,15,1.0
i,0.09,True,107,1.0
i,0.09,True,21,1.0
i,0.09,True,116,1.0
i,0.09,True,47,1.0
i,0.09,True,14,1.0
i,0.09,True,8,1.0
i,0.09,True,0,1.0
i,0.09,True,0,1.0
i,0.09,True,0,1.0
i,0.09,True,60,1.0
i,0.09,True,17,1.0
i,0.09,True,27,1.0
i,0.09,True,1,1.0
i,0.09,True,90,1.0
i,0.09,True,20,1.0
i,0.09,True,39,1.0
i,0.09,True,18,1.0
i,0.09,True,21,1.0
i,0.09,True,47,1.0
i,0.09,True,47,1.0
i,0.09,True,60,1.0
i,0.09,True,58,1.0
i,0.09,True,72,1.0
i,0.09,True,31,1.0
i,0.09,True,12,1.0
i,0.09,True,18,1.0
i,0.09,True,45,1.0
i,0.09,True,33,1.0
i,0.09,True,38,1.0
i,0.10,True,31,1.0
i,0.10,True,37,1.0
i,0.10,True,30,1.0
i,0.10,True,13,1.0
i,0.10,True,66,1.0
i,0.10,True,0,1.0
i,0.10,True,53,1.0
i,0.10,True,0,1.0
i,0.10,True,2,1.0
i,0.10,True,36,1.0
i,0.10,True,40,1.0
i,0.10,True,25,1.0
i,0.10,True,64,1.0
i,0.10,True,25,1.0
i,0.10,True,88,1.0
i,0.10,True,0,1.0
i,0.10,True,31,1.0
i,0.10,True,43,1.0
i,0.10,True,32,1.0
i,0.10,True,9,1.0
i,0.10,True,40,1.0
i,0.10,True,24,1.0
i,0.10,True,56,1.0
i,0.10,True,28,1.0
i,0.10,True,15,1.0
i,0.10,True,110,1.0
i,0.10,True,18,1.0
i,0.10,True,9,1.0
i,0.10,True,0,1.0
i,0.10,True,17,1.0
i,0.10,True,15,1.0
i,0.10,True,34,1.0
i,0.10,True,147,1.0
i,0.10,True,49,1.0
i,0.10,True,21,1.0
i,0.10,True,32,1.0
i,0.10,True,34,1.0
i,0.10,True,50,1.0
i,0.10,True,19,1.0
i,0.10,True,44,1.0
i,0.10,True,43,1.0
i,0.10,True,44,1.0
i,0.10,True,0,1.0
i,0.10,True,55,1.0
i,0.10,True,15,1.0
i,0.10,True,18,1.0
i,0.10,True,55,1.0
i,0.10,True,33,1.0
i,0.10,True,10,1.0
i,0.10,True,49,1.0
i,0.10,True,1,1.0
i,0.10,True,99,1.0
i,0.10,True,42,1.0
i,0.10,True,22,1.0
i,0.10,True,37,1.0
i,0.10,True,1,1.0
i,0.10,True,24,1.0
i,0.10,True,103,1.0
i,0.10,True,70,1.0
i,0.10,True,50,1.0
i,0.10,True,37,1.0
i,0.10,True,0,1.0
i,0.10,True,24,1.0
i,0.10,True,116,1.0
i,0.10,True,19,1.0
i,0.10,True,70,1.0
i,0.10,True,38,1.0
i,0.10,True,52,1.0
i,0.10,True,28,1.0
i,0.10,True,32,1.0
i,0.10,True,122,1.0
i,0.10,True,26,1.0
i,0.10,True,0,1.0
i,0.10,True,63,1.0
i,0.10,True,124,1.0
i,0.10,True,39,1.0
i,0.10,True,85,1.0
i,0.10,True,58,1.0
i,0.10,True,18,1.0
i,0.10,True,34,1.0
i,0.10,True,12,1.0
i,0.10,True,59,1.0
i,0.10,True,9,1.0
i,0.10,True,75,1.0
i,0.10,True,18,1.0
i,0.10,True,26,1.0
i,0.10,True,66,1.0
i,0.10,True,47,1.0
i,0.10,True,60,1.0
i,0.10,True,31,1.0
i,0.10,True,13,1.0
i,0.10,True,25,1.0
i,0.10,True,0,1.0
i,0.10,True,40,1.0
i,0.10,True,78,1.0
i,0.10,True,30,1.0
i,0.10,True,0,1.0
i,0.10,True,18,1.0
i,0.10,True,12,1.0
i,0.10,True,58,1.0
i,0.10,True,78,1.0
i,0.10,True,69,1.0
i,0.10,True,26,1.0
i,0.10,True,0,1.0
i,0.10,True,36,1.0
i,0.10,True,1,1.0
i,0.10,True,22,1.0
i,0.10,True,3,1.0
i,0.10,True,16,1.0
i,0.10,True,2,1.0
i,0.10,True,24,1.0
i,0.10,True,34,1.0
i,0.10,True,46,1.0
i,0.10,True,21,1.0
i,0.10,True,13,1.0
i,0.10,True,56,1.0
i,0.10,True,0,1.0
i,0.10,True,67,1.0
i,0.10,True,1,1.0
i,0.10,True,70,1.0
i,0.10,True,120,1.0
i,0.10,True,53,1.0
i,0.10,True,190,1.0
i,0.10,True,38,1.0
i,0.10,True,41,1.0
i,0.10,True,81,1.0
i,0.10,True,97,1.0
i,0.10,True,17,1.0
i,0.10,True,28,1.0
i,0.10,True,0,1.0
i,0.10,True,62,1.0
i,0.10,True,28,1.0
i,0.10,True,57,1.0
i,0.10,True,39,1.0
i,0.10,True,38,1.0
i,0.10,True,59,1.0
i,0.10,True,39,1.0
i,0.10,True,50,1.0
i,0.10,True,62,1.0
i,0.10,True,24,1.0
i,0.10,True,0,1.0
i,0.10,True,10,1.0
i,0.10,True,35,1.0
i,0.10,True,46,1.0
i,0.10,True,25,1.0
i,0.10,True,55,1.0
i,0.10,True,12,1.0
i,0.10,True,20,1.0
i,0.10,True,0,1.0
i,0.10,True,1,1.0
i,0.10,True,0,1.0
i,0.10,True,19,1.0
i,0.10,True,134,1.0
i,0.10,True,41,1.0
i,0.10,True,19,1.0
i,0.10,True,66,1.0
i,0.10,True,13,1.0
i,0.10,True,18,1.0
i,0.10,True,100,1.0
i,0.10,True,10,1.0
i,0.10,True,41,1.0
i,0.10,True,37,1.0
i,0.10,True,26,1.0
i,0.10,True,72,1.0
i,0.10,True,0,1.0
i,0.10,True,34,1.0
i,0.10,True,39,1.0
i,0.10,True,49,1.0
i,0.10,True,6,1.0
i,0.10,True,36,1.0
i,0.10,True,43,1.0
i,0.10,True,46,1.0
i,0.10,True,47,1.0
i,0.10,True,57,1.0
i,0.10,True,41,1.0
i,0.10,True,23,1.0
i,0.10,True,54,1.0
i,0.10,True,209,1.0
i,0.10,True,12,1.0
i,0.10,True,41,1.0
i,0.10,True,34,1.0
i,0.10,True,35,1.0
i,0.10,True,71,1.0
i,0.10,True,32,1.0
i,0.10,True,32,1.0
i,0.10,True,22,1.0
i,0.10,True,53,1.0
i,0.10,True,21,1.0
i,0.10,True,0,1.0
i,0.10,True,0,1.0
i,0.10,True,0,1.0
i,0.10,True,55,1.0
i,0.10,True,73,1.0
i,0.10,True,36,1.0
i,0.10,True,36,1.0
i,0.10,True,61,1.0
i,0.10,True,43,1.0
i,0.10,True,24,1.0
i,0.10,True,31,1.0
i,0.10,True,35,1.0
i,0.11,True,39,1.0
i,0.11,True,16,1.0
i,0.11,True,71,1.0
i,0.11,True,58,1.0
i,0.11,True,36,1.0
i,0.11,True,32,1.0
i,0.11,True,78,1.0
i,0.11,True,38,1.0
i,0.11,True,65,1.0
i,0.11,True,34,1.0
i,0.11,True,41,1.0
i,0.11,True,36,1.0
i,0.11,True,25,1.0
i,0.11,True,39,1.0
i,0.11,True,52,1.0
i,0.11,True,0,1.0
i,0.11,True,15,1.0
i,0.11,True,4,1.0
i,0.11,True,38,1.0
i,0.11,True,93,1.0
i,0.11,True,0,1.0
i,0.11,True,128,1.0
i,0.11,True,104,1.0
i,0.11,True,31,1.0
i,0.11,True,37,1.0
i,0.11,True,18,1.0
i,0.11,True,30,1.0
i,0.11,True,55,1.0
i,0.11,True,69,1.0
i,0.11,True,55,1.0
i,0.11,True,24,1.0
i,0.11,True,100,1.0
i,0.11,True,40,1.0
i,0.11,True,31,1.0
i,0.11,True,35,1.0
i,0.11,True,28,1.0
i,0.11,True,34,1.0
i,0.11,True,16,1.0
i,0.11,True,56,1.0
i,0.11,True,19,1.0
i,0.11,True,20,1.0
i,0.11,True,31,1.0
i,0.11,True,43,1.0
i,0.11,True,18,1.0
i,0.11,True,22,1.0
i,0.11,True,24,1.0
i,0.11,True,75,1.0
i,0.11,True,59,1.0
i,0.11,True,24,1.0
i,0.11,True,47,1.0
i,0.11,True,53,1.0
i,0.11,True,25,1.0
i,0.11,True,47,1.0
i,0.11,True,181,1.0
i,0.11,True,115,1.0
i,0.11,True,35,1.0
i,0.11,True,21,1.0
i,0.11,True,47,1.0
i,0.11,True,91,1.0
i,0.11,True,41,1.0
i,0.11,True,79,1.0
i,0.11,True,11,1.0
i,0.11,True,30,1.0
i,0.11,True,9,1.0
i,0.11,True,47,1.0
i,0.11,True,39,1.0
i,0.11,True,27,1.0
i,0.11,True,27,1.0
i,0.11,True,25,1.0
i,0.11,True,33,1.0
i,0.11,True,69,1.0
i,0.11,True,19,1.0
i,0.11,True,33,1.0
i,0.11,True,6,1.0
i,0.11,True,140,1.0
i,0.11,True,66,1.0
i,0.11,True,27,1.0
i,0.11,True,35,1.0
i,0.11,True,117,1.0
i,0.11,True,17,1.0
i,0.11,True,2,1.0
i,0.11,True,61,1.0
i,0.11,True,52,1.0
i,0.11,True,57,1.0
i,0.11,True,58,1.0
i,0.11,True,14,1.0
i,0.11,True,38,1.0
i,0.11,True,62,1.0
i,0.11,True,23,1.0
i,0.11,True,40,1.0
i,0.11,True,43,1.0
i,0.11,True,61,1.0
i,0.11,True,9,1.0
i,0.11,True,46,1.0
